id,askingMemberId,askingMember,house,memberHasInterest,dateTabled,dateForAnswer,uin,questionText,answeringBodyId,answeringBodyName,isWithdrawn,isNamedDay,groupedQuestions,answerIsHolding,answerIsCorrection,answeringMemberId,answeringMember,correctingMemberId,correctingMember,dateAnswered,answerText,originalAnswerText,comparableAnswerText,dateAnswerCorrected,dateHoldingAnswer,attachmentCount,heading,attachments,groupedQuestionsDates,twfy_id,person_name,url,__index_level_0__
1675089,4995,,Commons,true,2023-12-04T00:00:00,2023-12-06T00:00:00,5049,"To ask the Secretary of State for Environment, Food and Rural Affairs, what recent assessment his Department has made of the potential impact of the Asian Hornet on (a) honey bees and (b) other wild pollinators (i) since January 2023 and (ii) from January",13,"Department for Environment, Food and Rural Affairs",false,false,[],false,false,4522.0,,,,2023-12-11T00:00:00,"The Government recognises the essential role played by honey bees and wild pollinators in our environment, acknowledging their contribution to crop pollination. Additionally, pollinators play a vital role in supporting the natural ecosystem. Asian hornets...","","",,,0,Hornets: Pollinators,[],[],26270,Sarah Dyke,https://questions-statements.parliament.uk/written-questions/detail/2023-12-04/5049/,16072
1674560,4866,,Commons,true,2023-12-01T00:00:00,2023-12-05T00:00:00,4833,"To ask the Secretary of State for Energy Security and Net Zero, if she will make an assessment of the potential impact of extracting (a) oil and (b) gas from around the Falkland Islands on the UK's net zero targets.",215,Department for Energy Security and Net Zero,false,false,[],false,false,4372.0,,,,2023-12-11T00:00:00,The UK’s ratification of the Paris Agreement has not been extended to the Falkland Islands and so its emissions are not within scope of the UK’s net zero by 2050 target.,"","",,,0,Offshore Industry: Falkland Islands,[],[],25864,Alexander Stafford,https://questions-statements.parliament.uk/written-questions/detail/2023-12-01/4833/,16113
1674561,4866,,Commons,true,2023-12-01T00:00:00,2023-12-05T00:00:00,4834,"To ask the Secretary of State for Energy Security and Net Zero, if she will make an assessment of the potential impact of extracting (a) oil and (b) gas from around the Falkland Islands on the economy of the Falkland Islands.",215,Department for Energy Security and Net Zero,false,false,[],false,false,4372.0,,,,2023-12-11T00:00:00,"The UK supports the right of the Falkland Islanders to develop their natural resources for their own economic benefit. This is an integral part of their right of self-determination. However, while there is an oil production project under active considerat...","","",,,0,Offshore Industry: Falkland Islands,[],[],25864,Alexander Stafford,https://questions-statements.parliament.uk/written-questions/detail/2023-12-01/4834/,16116
1675164,1493,,Commons,true,2023-12-04T00:00:00,2023-12-07T00:00:00,4991,"To ask the Secretary of State for Environment, Food and Rural Affairs, what assessment he has made of the potential merits of an (a) partial and (b) full exemption for (i) charter boats and (ii) recreational anglers of a future ban on pollock fishing foll",13,"Department for Environment, Food and Rural Affairs",false,true,[],false,false,4055.0,,,,2023-12-08T00:00:00,"On 30th June 2023 the International Council for the Exploration of the Seas (ICES) issued zero-catch advice for pollack 6 and 7 for the first time. In the annual UK-EU negotiations on fishing opportunities, our approach to negotiating catch limits is base...","","",,,0,White Fish: Conservation,[],[],11461,Charles Walker,https://questions-statements.parliament.uk/written-questions/detail/2023-12-04/4991/,16174
1674618,4589,,Commons,true,2023-12-01T00:00:00,2023-12-06T00:00:00,4863,"To ask the Minister of State, Foreign, Commonwealth and Development Office, what recent discussions he has had with his Israeli counterparts on reports on the presence of a tunnel beneath Al-Shifa Hospital.",208,"Foreign, Commonwealth and Development Office",false,true,[],false,false,4033.0,,,,2023-12-06T00:00:00,"The UK cannot comment on specific reports. However, it is clear that Hamas has put Palestinians at grave risk by embedding themselves in the civilian population and using civilians as human shields. The Foreign Secretary visited Israel and the Occupied Pa...","","",,,0,Gaza: Israel,[],[],25593,Robert Courts,https://questions-statements.parliament.uk/written-questions/detail/2023-12-01/4863/,16300
1680426,1413,,Commons,true,2024-01-08T00:00:00,2024-01-11T00:00:00,8346,"To ask the Secretary of State for Environment, Food and Rural Affairs, pursuant to the Answer of 19 December 2023 to Question 5477 on Darwin Initiative: Finance, how much grant funding has been provided to organisations with representatives on the Darwin ",13,"Department for Environment, Food and Rural Affairs",false,true,[],false,false,4522.0,,,,2024-02-13T00:00:00,Darwin Extra applications are assessed by the Darwin Expert Committee which then makes recommendations to Defra on which grants to fund. The Answer of 19 December 2023 to Question 5477 noted that Darwin Expert Committee members have declared an interest i...,"","",,,0,Darwin Initiative: Finance,[],[],10920,Lord Grayling,https://questions-statements.parliament.uk/written-questions/detail/2024-01-08/8346/,16386
1680427,1413,,Commons,true,2024-01-08T00:00:00,2024-01-15T00:00:00,8347,"To ask the Secretary of State for Environment, Food and Rural Affairs, what assessment he has made of the potential merits of not permitting representatives of organisations which apply for Darwin funding from serving on (a) Darwin Initiative Extra and (b",13,"Department for Environment, Food and Rural Affairs",false,true,[],false,false,4522.0,,,,2024-02-12T00:00:00,"Under its last three funding rounds, the Darwin Initiative received applications from 915 organisations. To robustly assess applications against published criteria, Defra requires technical experts with relevant experience and knowledge. If we were to pre...","","",,,0,Darwin Initiative,[],[],10920,Lord Grayling,https://questions-statements.parliament.uk/written-questions/detail/2024-01-08/8347/,16410
1680428,1413,,Commons,true,2024-01-08T00:00:00,2024-01-15T00:00:00,8348,"To ask the Secretary of State for Environment, Food and Rural Affairs, pursuant to the Answer of 6 December 2023 to Question 5477 on Darwin Initiative: Finance, if he will appoint independent experts to the Darwin Expert Committee to decide grant applicat",13,"Department for Environment, Food and Rural Affairs",false,true,[],false,false,4522.0,,,,2024-02-12T00:00:00,Decisions on which Darwin Initiative grants to award are taken by Defra. The Darwin Expert Committee technically assesses proposals and provides its' recommendations to Defra for consideration. Defra appoints new members to the Committee following an open...,"","",,,0,Darwin Initiative: Finance,[],[],10920,Lord Grayling,https://questions-statements.parliament.uk/written-questions/detail/2024-01-08/8348/,16411
1685434,4453,,Commons,true,2024-01-29T00:00:00,2024-02-01T00:00:00,11824,"To ask the Minister of State, Foreign, Commonwealth and Development Office, whether he has had recent discussions with his Israeli counterpart on the (a) recent physical assault on Hagop Djernazian and (b) safety of Armenians in the Old City of Jerusalem.",208,"Foreign, Commonwealth and Development Office",false,true,[],false,false,1211.0,,,,2024-02-07T00:00:00,We have not held discussions with Israeli counterparts on the situation in the Cow Garden site of the Armenian Quarter in the Old City of Jerusalem. The UK is monitoring the situation and is clear on the need to avoid any further rise in tensions. British...,"","",,,0,Jerusalem: Ethnic Groups,[],[],25341,Tommy Sheppard,https://questions-statements.parliament.uk/written-questions/detail/2024-01-29/11824/,16706
1686349,4762,,Commons,true,2024-01-31T00:00:00,2024-02-02T00:00:00,12412,"To ask the Secretary of State for Environment, Food and Rural Affairs, pursuant to the answer of 30 January 2024 to Question 11649 on Aquaculture: Shellfish, what steps his Department is taking to challenge the EU's restrictions on undepurated Class B liv",13,"Department for Environment, Food and Rural Affairs",false,false,[],false,false,4055.0,,,,2024-02-06T00:00:00,"We have challenged the EU's restrictions on undepurated Class B live bivalve molluscs through the mechanisms provided by the UK-EU Trade and Cooperation Agreement (TCA). These include the TCA SPS Committee, TCA Partnership Council and Trade Partnership Co...","","",,,0,Aquaculture: Shellfish,[],[],25868,Anthony Mangnall,https://questions-statements.parliament.uk/written-questions/detail/2024-01-31/12412/,16889
1684396,1493,,Commons,true,2024-01-23T00:00:00,2024-01-26T00:00:00,11023,"To ask the Secretary of State for Environment, Food and Rural Affairs, whether he has made an assessment of the potential impact of increased culling of wild deer on the capacity of the food processing sector.",13,"Department for Environment, Food and Rural Affairs",false,true,[],false,false,4522.0,,,,2024-02-06T00:00:00,"We are working with the British Wild Venison Working Group, and others involved in the venison supply chain, to keep the situation under review to ensure that capacity to process deer carcases and increase supply of venison aligns with an increased effort...","","",,,0,Deer,[],[],11461,Charles Walker,https://questions-statements.parliament.uk/written-questions/detail/2024-01-23/11023/,16894
1686418,4453,,Commons,true,2024-01-31T00:00:00,2024-02-05T00:00:00,12418,"To ask the Minister of State, Foreign, Commonwealth and Development Office, what recent discussions he has had with his Israeli counterpart on funding for the United Nations Relief and Works Agency for Palestine Refugees in the Near East (UNRWA).",208,"Foreign, Commonwealth and Development Office",false,true,[],false,false,1211.0,,,,2024-02-05T00:00:00,The Foreign Secretary is in close contact with senior Israeli political leaders regarding the wider humanitarian situation in Gaza; he discussed the urgency of getting significantly more aid into Gaza with Prime Minister Netanyahu on 24 January. The UK is...,"","",,,0,UNRWA: Finance,[],[],25341,Tommy Sheppard,https://questions-statements.parliament.uk/written-questions/detail/2024-01-31/12418/,17007
1684394,1565,,Commons,true,2024-01-23T00:00:00,2024-01-25T00:00:00,11033,"To ask the Secretary of State for Culture, Media and Sport, what discussions she has had with the (a) Gambling Commission and (b) Financial Conduct Authority on potential proposals to regulate companies like Football Index.",217,"Department for Culture, Media and Sport",false,false,[],false,false,4032.0,,,,2024-02-02T00:00:00,"The collapse of BetIndex Ltd, the operators of the novel gambling product Football Index, had a significant impact on former customers, and we recognise the frustration and anger that this has caused. As a result, the Government announced an Independent R...","","",,,0,Gambling: Regulation,[],[],11816,Philip Davies,https://questions-statements.parliament.uk/written-questions/detail/2024-01-23/11033/,17225
1686012,4864,,Commons,true,2024-01-30T00:00:00,2024-02-02T00:00:00,12203,"To ask the Secretary of State for the Home Department, how many rule 35 reports were issued in detention centres in 2023.",1,Home Office,false,true,[],false,false,4497.0,,,,2024-02-02T00:00:00,We regularly publish the data you have requested and it can be found at Immigration Enforcement data: Q3 2023 - GOV.UK (www.gov.uk).The data is placed under the link entitled the same. Please note that quarter 4 (which will contain information from 1 Octo...,"","",,,0,Detention Centres,[],[],25908,Olivia Blake,https://questions-statements.parliament.uk/written-questions/detail/2024-01-30/12203/,17238
1686011,4864,,Commons,true,2024-01-30T00:00:00,2024-02-02T00:00:00,12202,"To ask the Secretary of State for the Home Department, whether Annexes (a) C and (b) G of the statement of requirements at schedule 2 of the Asylum Accommodation and Support contracts have been incorporated into the allocation of asylum accommodation poli",1,Home Office,false,true,[],false,false,4369.0,,,,2024-02-02T00:00:00,"The Allocation of Accommodation policy provides guidance on room sharing across all accommodation sites, including Napier, ex-MoD sites and vessels. The policy includes a suitability criteria which is applied when allocating accommodation to individuals. ...","","",,,0,Asylum: Housing,[],[],25908,Olivia Blake,https://questions-statements.parliament.uk/written-questions/detail/2024-01-30/12202/,17284
1685329,1500,,Commons,true,2024-01-26T00:00:00,2024-01-31T00:00:00,11595,"To ask the Secretary of State for Levelling Up, Housing and Communities, what assessment he has made of the potential merits of extending rights to access (a) Remediation Contribution Orders through the First-tier Tribunal and (b) other lower-cost legal a",211,"Department for Levelling Up, Housing and Communities",false,true,[],false,false,4652.0,,,,2024-01-31T00:00:00,"It is generally accepted that the life safety risk is proportional to the height of buildings.   The risk to life from historical fire safety defects is lower in buildings under 11m, therefore building safety related remediation works are required in a ve...","","",,,0,Buildings: Insulation,[],[],11500,Theresa Villiers,https://questions-statements.parliament.uk/written-questions/detail/2024-01-26/11595/,17615
1684543,4815,,Commons,true,2024-01-23T00:00:00,2024-01-25T00:00:00,11220,"To ask the Chancellor of the Exchequer, what recent assessment he has made of the potential impact of barriers to opening bank accounts in the UK faced by Japanese companies on the ability of those companies to expand in the UK.",14,Treasury,false,false,[],false,false,4639.0,,,,2024-01-31T00:00:00,I refer the honourable Member to the answer I gave to PQ UIN 9958 given on 23 January.,"","",,,0,Bank Services: Japan,[],[],25886,Mark Logan,https://questions-statements.parliament.uk/written-questions/detail/2024-01-23/11220/,17628
1684182,4754,,Commons,true,2024-01-22T00:00:00,2024-01-24T00:00:00,10914,"To ask the Secretary of State for Justice, if he will take steps to extend the time limit for Criminal injuries Compensation Claims for victims of sexual abuse.",54,Ministry of Justice,false,false,[],false,false,4826.0,,,,2024-01-31T00:00:00,"The Government-funded Criminal Injuries Compensation Scheme 2012 (the Scheme) exists to compensate for serious physical or psychological injury attributable to being a direct victim of a crime of violence. As the Scheme is publicly funded, strict eligibil...","","",,,0,Sexual Offences: Criminal Injuries Compensation,[],[],25793,Peter Gibson,https://questions-statements.parliament.uk/written-questions/detail/2024-01-22/10914/,17644
1685259,4762,,Commons,true,2024-01-26T00:00:00,2024-01-30T00:00:00,11649,"To ask the Secretary of State for Environment, Food and Rural Affairs, what steps his Department is taking to support the shellfish aquaculture industry.",13,"Department for Environment, Food and Rural Affairs",false,false,[],false,false,4055.0,,,,2024-01-30T00:00:00,"Since 2021, the Government has awarded £22.3 million to support the shellfish aquaculture industry in areas such as improving sustainability, preventing shellfish disease, and better skills and training.The Government's Storm Overflows Discharge Reduction...","","",,,0,Aquaculture: Shellfish,[],[],25868,Anthony Mangnall,https://questions-statements.parliament.uk/written-questions/detail/2024-01-26/11649/,17843
1683618,4796,,Commons,true,2024-01-19T00:00:00,2024-01-23T00:00:00,10676,"To ask the Secretary of State for Energy Security and Net Zero, what assessment she has made of the implications for her policies of the time taken by the Offshore Petroleum Regulator for Environment and Decommissioning to deliver permits for energy produ",215,Department for Energy Security and Net Zero,false,false,[],false,false,1482.0,,,,2024-01-29T00:00:00,The UK has a comprehensive legal framework for development proposals for offshore oil and gas fields under existing licences. All activities that may impact the environment are subject to rigorous assessment as part of the environmental application proces...,"","",,,0,Offshore Industry: Licensing,[],[],25919,Richard Thomson,https://questions-statements.parliament.uk/written-questions/detail/2024-01-19/10676/,18150
1682122,4917,,Commons,true,2024-01-15T00:00:00,2024-01-17T00:00:00,9715,"To ask the Minister of State, Foreign, Commonwealth and Development Office, what assessment his Department has made of the scale of damage to UK-funded projects in Gaza since 7 October 2023.",208,"Foreign, Commonwealth and Development Office",false,false,[],false,false,1211.0,,,,2024-01-26T00:00:00,"Given the ongoing conflict, we are not able to provide this assessment at this time. There is a desperate need for increased humanitarian support to Gaza.We have trebled our aid commitment for this financial year and are working closely with partners in i...","","",,,0,Gaza: Development Aid,[],[],26020,Anum Qaisar,https://questions-statements.parliament.uk/written-questions/detail/2024-01-15/9715/,18173
1684014,1500,,Commons,true,2024-01-22T00:00:00,2024-01-25T00:00:00,10753,"To ask the Secretary of State for the Home Department, whether he has had discussions with the Commissioner of the Metropolitan Police on the use of posters in UK airports requesting information on alleged war crimes in Gaza.",1,Home Office,false,true,[],false,false,4503.0,,,,2024-01-26T00:00:00,Police are operationally independent and should remain so.The Home Secretary meets with the Met Police Commander to discuss a range of issues.,"","",,,0,Metropolitan Police: Airports,[],[],11500,Theresa Villiers,https://questions-statements.parliament.uk/written-questions/detail/2024-01-22/10753/,18243
1684400,1493,,Commons,true,2024-01-23T00:00:00,2024-01-26T00:00:00,11024,"To ask the Secretary of State for Environment, Food and Rural Affairs, if he will take steps in his Department's forthcoming national deer management strategy to help ensure the adequacy of (a) capacity to process deer carcasses if culling levels increase",13,"Department for Environment, Food and Rural Affairs",false,true,[],false,false,4522.0,,,,2024-01-26T00:00:00,"Defra is working with stakeholders including Grown in Britain, game dealers and shooting and conservation associations to support development of the wild venison supply chain. This includes facilitating an industry GB Wild Venison Working Group to improve...","","",,,0,Deer,[],[],11461,Charles Walker,https://questions-statements.parliament.uk/written-questions/detail/2024-01-23/11024/,18277
1683621,4796,,Commons,true,2024-01-19T00:00:00,2024-01-23T00:00:00,10679,"To ask the Secretary of State for Energy Security and Net Zero, what proportion of gas used in the UK is domestically produced; if he will provide a breakdown of non-domestically produced gas used in the UK; and what steps she is taking to help reduce rel",215,Department for Energy Security and Net Zero,false,false,[],false,false,1482.0,,,,2024-01-26T00:00:00,Indigenous production of gas has been equivalent to around half of UK demand for over a decade (DUKES Chapter 4). Gas imports by origin are published in Energy Trends table 4.4. The UK has a secure and diverse energy system and does not rely on any one so...,"","",,,0,Natural Gas: Imports,[],[],25919,Richard Thomson,https://questions-statements.parliament.uk/written-questions/detail/2024-01-19/10679/,18326
1683620,4796,,Commons,true,2024-01-19T00:00:00,2024-01-23T00:00:00,10678,"To ask the Secretary of State for Energy Security and Net Zero, what steps she is taking to encourage (a) investment in and (b) development of the connection between onshore oil and gas and carbon capture, usage and storage (CCUS) technologies.",215,Department for Energy Security and Net Zero,false,false,[10677],false,false,4601.0,,,,2024-01-26T00:00:00,The skills and investment of the oil and gas sector will drive our energy transition. A government-funded report looking at the CCUS supply chain found that oil and gas supply chain companies are in prime position to win work in carbon capture and storage...,"","",,,0,Offshore Industry: Carbon Capture and Storage,[],"[{'dateTabled': 2024-01-19T00:00:00, 'questionUin': 10677}]",25919,Richard Thomson,https://questions-statements.parliament.uk/written-questions/detail/2024-01-19/10678/,18327
1683619,4796,,Commons,true,2024-01-19T00:00:00,2024-01-23T00:00:00,10677,"To ask the Secretary of State for Energy Security and Net Zero, what steps she is taking to encourage (a) investment in and (b) development of the connection between offshore oil and gas and carbon capture, usage and storage technologies.",215,Department for Energy Security and Net Zero,false,false,[10678],false,false,4601.0,,,,2024-01-26T00:00:00,The skills and investment of the oil and gas sector will drive our energy transition. A government-funded report looking at the CCUS supply chain found that oil and gas supply chain companies are in prime position to win work in carbon capture and storage...,"","",,,0,Offshore Industry: Carbon Capture and Storage,[],"[{'dateTabled': 2024-01-19T00:00:00, 'questionUin': 10678}]",25919,Richard Thomson,https://questions-statements.parliament.uk/written-questions/detail/2024-01-19/10677/,18328
1682952,1542,,Commons,true,2024-01-17T00:00:00,2024-01-19T00:00:00,10066,"To ask the Secretary of State for Levelling Up, Housing and Communities, if he will publish the Justice Impact Test for the Renters Reform Bill.",211,"Department for Levelling Up, Housing and Communities",false,false,[10065],false,false,4825.0,,,,2024-01-25T00:00:00,We are working closely with the Ministry of Justice and the First-tier Tribunal so the courts and tribunals are fully prepared for the changes introduced by the Renters (Reform) Bill on the justice system. Justice Impact Tests are internal Government docu...,"","",,,0,Administration of Justice: Private Rented Housing,[],"[{'dateTabled': 2024-01-17T00:00:00, 'questionUin': 10065}]",11696,Philip Dunne,https://questions-statements.parliament.uk/written-questions/detail/2024-01-17/10066/,18385
1682951,1542,,Commons,true,2024-01-17T00:00:00,2024-01-19T00:00:00,10065,"To ask the Secretary of State for Levelling Up, Housing and Communities, whether he has made an estimate of the number of applications under the Section 13 process in the Renters Reform Bill in each of the first 3 years after its passage.",211,"Department for Levelling Up, Housing and Communities",false,false,[10066],false,false,4825.0,,,,2024-01-25T00:00:00,We are working closely with the Ministry of Justice and the First-tier Tribunal so the courts and tribunals are fully prepared for the changes introduced by the Renters (Reform) Bill on the justice system. Justice Impact Tests are internal Government docu...,"","",,,0,Rents: Appeals,[],"[{'dateTabled': 2024-01-17T00:00:00, 'questionUin': 10066}]",11696,Philip Dunne,https://questions-statements.parliament.uk/written-questions/detail/2024-01-17/10065/,18386
1682950,1542,,Commons,true,2024-01-17T00:00:00,2024-01-19T00:00:00,10064,"To ask the Secretary of State for Justice, how many cases were (a) submitted to and (b) completed by the residential property division of the First-Tier Tribunal in each of the last five years.",54,Ministry of Justice,false,false,[],false,false,4004.0,,,,2024-01-25T00:00:00,"HMCTS information about the annual number of appeals received and disposed in the First-tier Tribunal (Property Chamber), Residential Property Division, is published at: Tribunals statistics quarterly: July to September 2023 - GOV.UK (www.gov.uk).","","",,,0,First-tier Tribunal: Property,[],[],11696,Philip Dunne,https://questions-statements.parliament.uk/written-questions/detail/2024-01-17/10064/,18487
1682121,4917,,Commons,true,2024-01-15T00:00:00,2024-01-17T00:00:00,9714,"To ask the Minister of State, Foreign, Commonwealth and Development Office, how many meetings he has had with the Israeli Ambassador since 13 November 2023.",208,"Foreign, Commonwealth and Development Office",false,false,[],false,false,1211.0,,,,2024-01-24T00:00:00,"We continue to engage closely and regularly with a range of senior Israeli officials. Since the outbreak of the conflict on 7 October, the Israeli Ambassador to the UK, Tzipi Hotovely has had two meetings with Foreign Office Ministers. The Ambassador spok...","","",,,0,Israel: Foreign Relations,[],[],26020,Anum Qaisar,https://questions-statements.parliament.uk/written-questions/detail/2024-01-15/9714/,18756
1682640,4815,,Commons,true,2024-01-16T00:00:00,2024-01-18T00:00:00,9958,"To ask the Chancellor of the Exchequer, whether his Department is taking steps to help support Japanese companies to open bank accounts in the UK.",14,Treasury,false,false,[],false,false,4639.0,,,,2024-01-23T00:00:00,"The Department for Business and Trade has a global network, including a significant presence in Japan, to support investors around the world to establish their businesses in the UK. DBT uses its engagement with thousands of businesses and investors to bui...","","",,,0,Foreign Companies: Japan,[],[],25886,Mark Logan,https://questions-statements.parliament.uk/written-questions/detail/2024-01-16/9958/,19026
1682054,394,,Commons,true,2024-01-15T00:00:00,2024-01-22T00:00:00,9400,"To ask the Secretary of State for Levelling Up, Housing and Communities, what his Department's timescales are for (a) publishing the tender documents for the licenses for the Green Flag awards and (b) awarding those licenses.",211,"Department for Levelling Up, Housing and Communities",false,true,[],false,false,4825.0,,,,2024-01-22T00:00:00,"The Department of Levelling Up, Housing and Communities owned Green Flag Awards Scheme, currently operated under licence by Keep Britain Tidy, sets the national standard for public green spaces and encourages local authorities and other public landowners ...","","",,,0,Parks: Environment Protection,[],[],10045,Clive Betts,https://questions-statements.parliament.uk/written-questions/detail/2024-01-15/9400/,19142
1681598,4762,,Commons,true,2024-01-11T00:00:00,2024-01-15T00:00:00,9296,"To ask the Minister for the Cabinet Office, with reference to the Answer of 22 December 2023 to Question 6924 on UK Integrated Security Fund, what assessment he has made of the potential impact of the White Paper on International Development entitled, Int",53,Cabinet Office,false,false,[],false,false,4613.0,,,,2024-01-19T00:00:00,"The Integrated Security Fund (ISF) is designed to complement HMG Departmental activity, including on themes that are covered by the International Development White Paper, such as the impact of transnational threats, cyber-related issues and serious and or...","","",,,0,UK Integrated Security Fund,[],[],25868,Anthony Mangnall,https://questions-statements.parliament.uk/written-questions/detail/2024-01-11/9296/,19416
1681870,4412,,Commons,true,2024-01-15T00:00:00,2024-01-17T00:00:00,9530,"To ask the Secretary of State for Health and Social Care, what steps her Department is taking to engage with accredited (a) counsellors and (b) psychotherapists to reduce waiting times for mental health services.",17,Department of Health and Social Care,false,false,[],false,false,4492.0,,,,2024-01-19T00:00:00,"To deliver the mental health commitments in the NHS Long Term Plan and help reduce waiting times, our aim is to grow the mental health workforce nationally by an additional 27,000 professionals by March 2024.Accredited counsellors and psychotherapists con...","","",,,0,Mental Health Services: Waiting Lists,[],[],25276,Lisa Cameron,https://questions-statements.parliament.uk/written-questions/detail/2024-01-15/9530/,19463
1682427,4107,,Commons,true,2024-01-16T00:00:00,2024-01-18T00:00:00,9809,"To ask the Minister of State, Foreign, Commonwealth and Development Office, what his Department's remaining budgeting is for supporting Marshall scholarships in the current spending review period.",208,"Foreign, Commonwealth and Development Office",false,false,[],false,false,4033.0,,,,2024-01-18T00:00:00,"In this spending review period, FCDO funding to the Marshall Aid Commemoration Commission (MACC) to manage the Marshall Scholarship, is £2.7 million per annum. In 24/25 the Prime Minister announced as part of the Atlantic Declaration in June 2023 an uplif...","","",,,0,Marshall Scholarships,[],[],24785,Harriett Baldwin,https://questions-statements.parliament.uk/written-questions/detail/2024-01-16/9809/,19636
1680767,4453,,Commons,true,2024-01-09T00:00:00,2024-01-15T00:00:00,8751,"To ask the Minister of State, Foreign, Commonwealth and Development Office, if he will (a) make an assessment of the implications for his policies of and (b) introduce sanctions following the attempted takeover of the Cows Garden site of the Armenian Quar",208,"Foreign, Commonwealth and Development Office",false,true,[],false,false,1211.0,,,,2024-01-17T00:00:00,The UK is monitoring the situation in the Cow Garden site of the Armenian Quarter of Old Jerusalem and is clear on the need to avoid any further rise in tensions. The UK's position on the status of Jerusalem is clear and long-standing: it should be determ...,"","",,2024-01-16T00:00:00,0,Jerusalem: Cultural Heritage,[],[],25341,Tommy Sheppard,https://questions-statements.parliament.uk/written-questions/detail/2024-01-09/8751/,19944
1681601,4762,,Commons,true,2024-01-11T00:00:00,2024-01-15T00:00:00,9297,"To ask the Chancellor of the Exchequer, if he will make an assessment of the potential merits of extending the Insurance Premium Tax exemption to lifeboat services that operate on inland waterways, lakes and reservoirs.",14,Treasury,false,false,[],false,false,4639.0,,,,2024-01-17T00:00:00,"IPT is forecast to raise £8 billion in 2023/24 and this revenue helps to fund vital public services including the NHS and social care.Insurance pricing is a decision which is affected by a wide range of factors, and the taxes that insurers pay are just on...","","",,,0,Lifeboats: Insurance Premium Tax,[],[],25868,Anthony Mangnall,https://questions-statements.parliament.uk/written-questions/detail/2024-01-11/9297/,19959
1681257,4751,,Commons,true,2024-01-10T00:00:00,2024-01-15T00:00:00,9090,"To ask the Member for South West Bedfordshire, representing the Church Commissioners, what role Paula Vennells had in advising the Commissioners after 2019; and which committees she attended.",9,Church Commissioners,false,true,[],false,false,1453.0,,,,2024-01-15T00:00:00,"In the spring of 2019 the House of Bishops discussed why some of the recommendations of the Church Buildings Review, which was approved by the General Synod in November 2015, had not been implemented. Paula Vennells was subsequently asked by the Archbisho...","","",,,0,Paula Vennells,[],[],25918,Chris Loder,https://questions-statements.parliament.uk/written-questions/detail/2024-01-10/9090/,20456
1680449,4453,,Commons,true,2024-01-08T00:00:00,2024-01-11T00:00:00,8472,"To ask the Minister of State, Foreign, Commonwealth and Development Office, whether he has had recent discussions with his Israeli counterpart on the situation in the Cows Garden site of the Armenian Quarter in the Old City of Jerusalem.",208,"Foreign, Commonwealth and Development Office",false,true,[],false,false,1211.0,,,,2024-01-15T00:00:00,We have not held discussions with Israeli counterparts on the situation in the Cow Garden site of the Armenian Quarter in the Old City of Jerusalem. The UK is monitoring the situation and are clear on the need to avoid any further rise in tensions. The UK...,"","",,,0,Jerusalem: Cultural Heritage,[],[],25341,Tommy Sheppard,https://questions-statements.parliament.uk/written-questions/detail/2024-01-08/8472/,20508
1680972,4864,,Commons,true,2024-01-09T00:00:00,2024-01-15T00:00:00,8872,"To ask the Secretary of State for the Home Department, what the (a) planned timetable and (b) scope is for the review of his Department's Adults at Risk in Immigration Detention policy; and whether he has plans to consult outside of his Department as part",1,Home Office,false,true,[],false,false,4497.0,,,,2024-01-15T00:00:00,The Home Office is currently undertaking a review of the Adults at Risk in Immigration Detention Policy. The policy aims to safeguard vulnerable individuals in immigration detention by providing a framework to assess if their detention or continued detent...,"","",,,0,Migrants: Detainees,[],[],25908,Olivia Blake,https://questions-statements.parliament.uk/written-questions/detail/2024-01-09/8872/,20812
1680448,4453,,Commons,true,2024-01-08T00:00:00,2024-01-11T00:00:00,8471,"To ask the Secretary of State for Health and Social Care, what assessment she has made of the implications for her Department's policies of the University of Manchester's article entitled Reforming UK fertility legislation: the effects of online DNA testi",17,Department of Health and Social Care,false,true,[],false,false,4492.0,,,,2024-01-11T00:00:00,"The Government asked the Human Fertilisation and Embryology Authority (HFEA) in 2021 to undertake a review and public engagement about priorities for modernising the Human Fertilisation and Embryology Act. HFEA published its report on 14 November 2023, wh...","","",,,0,DNA: Screening,[],[],25341,Tommy Sheppard,https://questions-statements.parliament.uk/written-questions/detail/2024-01-08/8471/,20995
1679369,1521,,Commons,true,2024-01-05T00:00:00,2024-01-10T00:00:00,7871,"To ask the Secretary of State for Education, if she will make an estimate of the amount of physical learning time lost by pupils studying creative subjects in schools affected by RAAC in the last four months.",60,Department for Education,false,true,[],false,false,3969.0,,,,2024-01-11T00:00:00,"An updated list of schools and colleges with confirmed cases of RAAC was published on 6 December, which is available at: https://www.gov.uk/government/publications/reinforced-autoclaved-aerated-concrete-raac-management-information. As of 27 November, ther...","","",,,0,Schools: Concrete,[],[],11592,Sharon Hodgson,https://questions-statements.parliament.uk/written-questions/detail/2024-01-05/7871/,21009
